version,difficulty,syncSource,service,level,actionType,category,estimatedSavings,description,contentHash,automatedCheck,id,checkImplemented,tipId,actionLabel,title,cloud,implementedInAct,serviceKey,createdAt,drilldownInstructions,drilldownApis,provider,providerRouting,confidenceTag,positiveCount,source
,easy,,Elastic IP,1,delete,cleanup,$3.75/month per EIP,"Since February 2024, ALL Elastic IPs cost $3.75/month ($0.005/hr) whether attached or not. Previously only unattached EIPs were charged. Review all EIPs and release any that are not actively needed. Each unused EIP wastes $45/year.",,ec2:DescribeAddresses -> filter AssociationId=null for unattached; all EIPs now cost money. Script: aws ec2 describe-addresses --query 'Addresses[?!AssociationId].AllocationId',,true,eip-001,Release EIPs,Release unassociated Elastic IPs,AWS,true,Amazon EC2,,,,,,,,
1,easy,bedrock-ai,Elastic IP,3,advisory,idle-resources,$1/month per IP,Check for Elastic IPs that are not associated with any instances and release them to avoid charges.,4e741d2d6cdd6ed5e39f056f729de636e09ef24d486620d2ef84131a03ae4122,aws ec2 describe-addresses --query 'Addresses[?not_associated()]' --output text,elastic ip-001,false,elastic ip-001,View Details,Release Unused Elastic IPs,AWS,,,2026-06-02T19:12:00.225415+00:00,"1. List all Elastic IPs with DescribeAddresses. 2. Filter for unassociated EIPs (no InstanceId or NetworkInterfaceId). 3. Each idle EIP costs $0.005/hr = $3.65/mo. 4. Release all unassociated EIPs immediately. 5. Show: 'Found X Elastic IPs, Y are unassociated. Releasing Y EIPs saves $Z/mo.'","[""ec2:DescribeAddresses"",""ce:GetCostAndUsage(Filter={Dimensions:{Key:'USAGE_TYPE',Values:['ElasticIP:IdleAddress']}})""]",,,,,
1,medium,bedrock-ai,Elastic Load Balancing,3,advisory,cleanup,$50/month,Identify and delete unused load balancers to avoid unnecessary costs.,255f6a40ed9007fa81fcd0aebcc51ad01a9dd65afc3f46bc7fc25b5b791e83f8,aws elbv2 describe-load-balancers --query 'LoadBalancers[?not_null(Tags[?Key==`Name`].Value)].LoadBalancerArn' --output text | xargs aws elbv2 delete-load-balancer,elastic load balancing-001,false,elastic load balancing-001,View Details,Remove unused load balancers,AWS,,,2026-06-10T02:10:41.514447+00:00,,,,,,,
1,medium,bedrock-ai,Elastic Load Balancing,3,advisory,idle-resources,10-30%,Identify and deactivate unused load balancers to avoid unnecessary costs. Use AWS CLI to list and check status.,5693922f474c03dbe26a6e64eedbc7944194663ecf47e0f79d9334baa2d46411,aws elbv2 describe-load-balancers --query 'LoadBalancers[?not_null(Tags[?Key==`Name`].Value)].LoadBalancerArn',elastic load balancing-002,false,elastic load balancing-002,View Details,Deactivate Unused Load Balancers,AWS,,,2026-06-12T02:10:38.555117+00:00,,,,,,,
,easy,,Embeddings,,,model-selection,$20-200/month depending on volume,The text-embedding-3-small model costs 5x less than ada-002 while offering comparable retrieval quality for most use cases. Switch embedding pipelines to the newer model to cut embedding costs.,,,,,openai-model-selection-003,,Use text-embedding-3-small instead of text-embedding-ada-002,OpenAI,,,,,,openai,,,,
,medium,,Event Hubs,2,pending,right-sizing,30-50%,Monitor incoming and outgoing bytes/events to determine actual throughput needs. Reduce throughput units (TUs) for namespaces running below 50% capacity or enable auto-inflate selectively.,,,,false,azure-eventhub-001,Coming Soon,Right-size Event Hubs throughput units,AZURE,false,Event Hubs,,,,,,,,
,easy,,Event Hubs,2,pending,pricing-model,40-60%,"Event Hubs Basic tier costs significantly less than Standard. Use Basic for scenarios not requiring consumer groups, capture, or partition keys — suitable for simple telemetry ingestion.",,,,false,azure-eventhub-002,Coming Soon,Use Basic tier for simple event streaming scenarios,AZURE,false,Event Hubs,,,,,,,,
,easy,,Event Hubs,2,pending,idle-resources,100%,Event Hubs namespaces incur hourly charges for allocated TUs regardless of message volume. Remove namespaces for decommissioned event streams or consolidate hubs into fewer namespaces.,,,,false,azure-eventhub-003,Coming Soon,Delete unused Event Hub namespaces,AZURE,false,Event Hubs,,,,,,,,
1,medium,bedrock-ai,EventBridge,3,advisory,cleanup,varies,Identify and delete EventBridge rules that are no longer in use to avoid unnecessary charges.,0dfb86b6887fe0409cf8387e7165163cb91fe37880f23f876229393b1d63e5cb,aws events list-rules --query 'Rules[?EventBusName==`default`]' --output text,eventbridge-001,false,eventbridge-001,View Details,Delete unused EventBridge rules,AWS,,,,,,,,,,
1,easy,bedrock-ai,EventBridge,3,advisory,cleanup,varies,Remove custom event buses that are no longer in use to avoid unnecessary charges.,5fcf27a300b133c75c6327fbb5207490a72fa1020d7d66d36c720db01a477981,aws events describe-event-bus --name <event-bus-name>,eventbridge-002,false,eventbridge-002,View Details,Delete Unused Event Buses,AWS,,,2026-05-31T02:10:37.913977+00:00,,,,,,,
1,easy,bedrock-ai,EventBridge,3,advisory,idle-resources,10-30%,Identify and deactivate EventBridge rules that are not triggering any events. Use CloudWatch metrics to monitor rule invocations and remove or disable those with zero invocations over a significant period.,84a44c86823d28e72915d8cacbc153297acdc40c07af45f16ec123cad99e8ec4,aws events list-rules --query 'Rules[?State!=`ENABLED`]' --output table,eventbridge-003,false,eventbridge-003,View Details,Deactivate Unused EventBridge Rules,AWS,,,2026-06-18T02:10:41.701385+00:00,,,,,,,
1,medium,bedrock-ai,EventBridge,3,advisory,scheduling,10-30%,Review EventBridge rules for redundant or overlapping schedules. Consolidate rules where possible and ensure that rules with low-frequency events are not running more often than necessary. This can significantly reduce costs associated with rule invocations.,e7f200198935169b7c5049a55c6d3fcfe925d7999f74c4d7a8722ba72eba35e3,aws events list-rules --query 'Rules[?State==`ENABLED`]' --output table,eventbridge-004,false,eventbridge-004,View Details,Schedule Rule Optimization,AWS,,,2026-06-20T02:10:38.143842+00:00,,,,,,,
,medium,,ExpressRoute,2,pending,right-sizing,30-50%,Monitor ExpressRoute circuit utilization and downgrade bandwidth tier if consistently below 30% usage. Consider Local SKU for same-metro peering which eliminates data transfer charges.,,,,false,azure-expressroute-001,Coming Soon,Right-size ExpressRoute circuit bandwidth,AZURE,false,ExpressRoute,,,,,,,,
,medium,,ExpressRoute,2,pending,pricing-model,40-60%,ExpressRoute Local SKU eliminates per-GB egress charges for circuits connected at peering locations in the same Azure metro. Unlimited data at a lower monthly circuit fee.,,,,false,azure-expressroute-002,Coming Soon,Use ExpressRoute Local for same-metro connectivity,AZURE,false,ExpressRoute,,,,,,,,
1,medium,bedrock-ai,Filestore,3,advisory,storage-tiering,50-70%,"For Filestore filesystems with both active and cold data, consider using the NEARLINE or COLDLINE storage classes for infrequently accessed files to significantly reduce storage costs.",9350cc67567adca0d7e089a2813ea6d13bf9510583c84f44b2e5a4e5011f1fa4,gcloud filestore filesystems list | grep NAME,filestore-001,false,filestore-001,View Details,Use lower-tier storage for cold data,GCP,,,2026-06-15T02:10:38.304135+00:00,,,,,,,
1,easy,bedrock-ai,Filestore,3,advisory,storage-tiering,50-60%,Deploy development and test environments using Filestore's lower-performance tiers (HDD or Zonal) instead of the default high-performance SSD tier. This can reduce storage costs by up to 60% for non-production workloads.,58cf126f685492a7b77ab9431a4349a19b25e6afe484683efdeb89bcec922801,"gcloud filestore instances list --format='table(name,tier')",filestore-002,false,filestore-002,View Details,Use lower-tier Filestore for dev/test,GCP,,,2026-06-22T02:10:38.387494+00:00,,,,,,,
,easy,,Filestore,2,pending,right-sizing,30-50%,"Filestore charges per-provisioned-TB/hour. Choose Basic HDD for non-performance-sensitive shares, and reduce provisioned capacity to match actual file storage needs plus reasonable growth buffer.",,,,false,gcp-filestore-001,Coming Soon,Right-size Filestore capacity and tier,GCP,false,Filestore,,,,,,,,
,easy,,Filestore,2,pending,idle-resources,100%,Filestore instances charge for minimum provisioned capacity (1TB for Basic) regardless of stored data. Remove instances for decommissioned workloads or migrate to Cloud Storage for archival.,,,,false,gcp-filestore-002,Coming Soon,Delete unused Filestore instances,GCP,false,Filestore,,,,,,,,
,hard,,Fine-Tuning,,,fine-tuning-cost-tradeoffs,$200-2000/month after training cost amortization,A fine-tuned GPT-4o-mini can match GPT-4 quality for narrow tasks at a fraction of the inference cost. The one-time training cost is recovered within weeks for high-volume workloads.,,,,,openai-finetuning-001,,Fine-tune GPT-4o-mini to replace GPT-4 for domain-specific tasks,OpenAI,,,,,,openai,,,,
,hard,,Fine-Tuning,,,fine-tuning-cost-tradeoffs,$50-500/month from prompt token savings,"Fine-tuning lets you bake repetitive instructions into the model weights, eliminating long system prompts from every request. This cuts input tokens per call and reduces inference cost proportionally.",,,,,openai-finetuning-002,,Reduce prompt length by encoding instructions into a fine-tuned model,OpenAI,,,,,,openai,,,,
,medium,,Firestore,2,pending,data-management,30-50%,"Firestore charges per document read. Implement client-side caching, use Firestore offline persistence, and batch reads to reduce document operation costs for frequently accessed data.",,,,false,gcp-firestore-001,Coming Soon,Optimize Firestore document reads with caching,GCP,false,Firestore,,,,,,,,
,medium,,Firestore,2,pending,architecture,20-40%,Inefficient queries scan more documents than necessary. Design composite indexes for common query patterns and denormalize data to reduce the number of reads per operation.,,,,false,gcp-firestore-002,Coming Soon,Use composite indexes efficiently to reduce query costs,GCP,false,Firestore,,,,,,,,
,easy,,Firestore,2,pending,cleanup,20-40%,Configure TTL policies on Firestore collections to auto-delete expired documents. Remove orphaned documents from deleted user accounts or decommissioned features to reduce storage costs.,,,,false,gcp-firestore-003,Coming Soon,Delete expired and orphaned Firestore documents,GCP,false,Firestore,,,,,,,,
,easy,,GPT-4,,,model-selection,$50-500/month depending on volume,"GPT-4o-mini handles classification, summarization, and simple Q&A at roughly 1/30th the cost of GPT-4. Migrate low-complexity tasks to GPT-4o-mini to reduce per-request cost significantly without meaningful quality loss.",,,,,openai-model-selection-001,,Use GPT-4o-mini for simple classification tasks,OpenAI,,,,,,openai,"{""openai"":{""responseFormat"":""openai_usage_report"",""costThresholds"":{""minSavingsUSD"":50},""apiEndpoint"":""api.openai.com/v1/organization/usage"",""parameterSchema"":{""modelFilter"":[""gpt-4"",""gpt-4-turbo""],""metricsWindow"":""30d""}}}",,,
,easy,,GPT-4o,,,model-selection,$100-1000/month depending on volume,GPT-4o provides comparable quality to GPT-4 at roughly half the token price. For most production workloads GPT-4o is a drop-in replacement that delivers faster responses and lower cost per token.,,,,,openai-model-selection-002,,Switch from GPT-4 to GPT-4o for equivalent quality at lower cost,OpenAI,,,,,,openai,"{""openai"":{""responseFormat"":""openai_usage_report"",""costThresholds"":{""minSavingsUSD"":100},""apiEndpoint"":""api.openai.com/v1/organization/usage"",""parameterSchema"":{""modelFilter"":[""gpt-4""],""metricsWindow"":""30d""}}}",,,
,medium,,General,,,ai-generated,varies,"### How to Reduce Costs for Account 991105135552Here are the recommendations to reduce your AWS costs, ranked by potential savings:#### 1. Deleted VPC Endpoints• Line Item: Amazon Virtual Private Cloud• Usage Type: VpcEndpoint-Hours• Cost: $8.32/month• Action: These charges are from VPC endpoints that were active earlier in the billing period but have since been deleted. The charges will stop in the next billing cycle.#### 2. KMS Customer-Managed Keys• Line Item: AWS Key Management Service• Cost",,,,,ai-fb-b8745803,,Where can I save money?,AWS,,,2026-04-05T20:06:59.465550+00:00,,,,,high-confidence,1,user-feedback
,medium,,General,,,ai-generated,varies,### Cost Efficiency AnalysisCost Efficiency Score: 76.8% (Rating: Good)Potential Savings Breakdown:• Deleted VPC endpoints (charges stop next month): $10.24• KMS customer-managed keys: $1.00Actionable Items:1. Deleted VPC endpoints:   - Usage Type: VpcEndpoint-Hours   - Cost: $10.24   - Explanation: These charges are from VPC endpoints that were active earlier in the billing period but have since been deleted. The charges will stop in the next billing cycle.2. KMS customer-managed keys:   - Tota,,,,,ai-fb-e58407d1,,How efficient is my account?,AWS,,,2026-04-03T09:00:15.006614+00:00,,,,,high-confidence,,user-feedback
,easy,,General,1,deep-link,finops-settings,N/A,"Enable user-defined cost allocation tags (Environment, Owner, CostCenter, Application) to categorize costs in billing reports. Without active tags, cost attribution is limited to service-level breakdowns.",,ce:ListCostAllocationTags(Type=UserDefined) → check active vs inactive count,,true,finops-settings-001,Check in FinOps Settings,Activate Cost Allocation Tags,AWS,true,General,,,,,,,,
,easy,,General,1,deep-link,finops-settings,N/A,Enable the aws:createdBy tag to automatically track which IAM user or role created each resource. This helps with accountability and cost attribution without manual tagging.,,ce:ListCostAllocationTags(Type=AWSGenerated) → check aws:createdBy status,,true,finops-settings-002,Check in FinOps Settings,Activate AWS-Generated Tags,AWS,true,General,,,,,,,,
,easy,,General,1,deep-link,finops-settings,N/A,Configure AWS Cost Anomaly Detection monitors to receive alerts when spending deviates from expected patterns. Monitors use ML to detect unusual cost spikes by service.,,ce:GetAnomalyMonitors → check if at least 1 monitor exists,,true,finops-settings-003,Check in FinOps Settings,Set Up Cost Anomaly Detection,AWS,true,General,,,,,,,,
,easy,,General,1,deep-link,finops-settings,N/A,Enable hourly cost data in Cost Explorer for real-time cost visibility. This allows detection of cost spikes within hours instead of waiting for daily aggregation.,,ce:GetCostAndUsage(Granularity=HOURLY) → probe if hourly data is available,,true,finops-settings-004,Check in FinOps Settings,Enable Hourly Cost Granularity,AWS,true,General,,,,,,,,
,easy,,General,1,deep-link,finops-settings,10-30%,Enable Cost Explorer rightsizing recommendations to receive suggestions for downsizing or terminating underutilized EC2 instances based on CloudWatch metrics.,,ce:GetPreferences → check RightsizingRecommendations enabled,,true,finops-settings-005,Check in FinOps Settings,Enable EC2 Rightsizing Recommendations,AWS,true,General,,,,,,,,
,medium,,General,2,deep-link,finops-settings,N/A,"Set up a Cost and Usage Report to export detailed billing data to S3. CUR provides the most granular cost data available, enabling advanced analytics and custom dashboards.",,cur:DescribeReportDefinitions → check if at least 1 report exists,,true,finops-settings-006,Check in FinOps Settings,Configure Cost and Usage Report (CUR),AWS,true,General,,,,,,,,
,easy,,General,2,deep-link,finops-settings,N/A,Start a cost allocation tag backfill to retroactively apply tag data to up to 12 months of historical billing records. This enables tag-based cost analysis on past spending.,,ce:ListCostAllocationTagBackfillHistory → check for completed backfill,,true,finops-settings-007,Check in FinOps Settings,Run Tag Backfill for Historical Data,AWS,true,General,,,,,,,,
,easy,,General,1,deep-link,finops-settings,N/A,Allow linked accounts in your AWS Organization to access their own billing data. This enables team members in linked accounts to view costs and create budgets.,,organizations:DescribeOrganization → check linked account billing access settings,,true,finops-settings-008,Check in FinOps Settings,Enable Linked Account Billing Access,AWS,true,General,,,,,,,,
,easy,,General,1,deep-link,finops-settings,N/A,"Create at least one AWS Budget with cost alerts at 50%, 75%, and 100% thresholds. Budgets provide proactive spending notifications before costs exceed expectations.",,budgets:DescribeBudgets → check if at least 1 budget exists,,true,finops-settings-009,Check in FinOps Settings,Set Up AWS Budgets with Alerts,AWS,true,General,,,,,,,,
,medium,,General,1,deep-link,finops-settings,N/A,"Ensure at least 80% of your resources are tagged with standard tags (Environment, Owner, CostCenter, Application). High tag coverage enables accurate cost attribution and showback.",,tag:GetResources → compute tagged/total resource ratio,,true,finops-settings-010,Check in FinOps Settings,Improve Resource Tag Coverage,AWS,true,General,,,,,,,,
,easy,,General,1,deep-link,finops-settings,10-40%,"Enroll in AWS Compute Optimizer to receive ML-based rightsizing recommendations for EC2, EBS, Lambda, and ECS. Compute Optimizer analyzes 14+ days of CloudWatch metrics.",,compute-optimizer:GetEnrollmentStatus → check if status is Active,,true,finops-settings-011,Check in FinOps Settings,Enroll in AWS Compute Optimizer,AWS,true,General,,,,,,,,
,easy,,General,1,deep-link,finops-settings,N/A,Verify that cost allocation tags have been activated by your management account admin. Linked accounts cannot activate tags themselves but can check the current status.,,ce:ListCostAllocationTags → read-only check of tag activation status,,true,finops-settings-012,Check in FinOps Settings,Check Tag Activation Status (Linked Account),AWS,true,General,,,,,,,,
,easy,,General,2,deep-link,visibility,varies,"Use Cost Explorer to visualize spending patterns, identify cost drivers, and forecast future costs. Enable hourly granularity for detailed analysis.",,"ce:GetCostAndUsage â†’ if API succeeds, Cost Explorer is enabled; cost_by_service data confirms access",,true,general-001,View Dashboard,Enable AWS Cost Explorer,AWS,true,General,,,,,,,,
,easy,,General,2,advisory,budgets,varies,"Create budgets with alert thresholds at 50%, 75%, and 100% of expected spend. Use SNS for real-time notifications.",,budgets:DescribeBudgets â†’ check if any budgets exist; 0 budgets = setup recommended,,true,general-002,Create Budgets,Set up AWS Budgets with alerts,AWS,true,General,,,,,,,,
,easy,,General,2,deep-link,anomaly,varies,AWS Cost Anomaly Detection uses ML to identify unusual spending patterns. Configure alerts to catch unexpected cost spikes early.,,ce:GetAnomalyMonitors â†’ check if anomaly monitors exist; system also runs its own anomaly detection on daily_cost_trend,,true,general-003,Check in FinOps Settings,Enable Cost Anomaly Detection,AWS,true,General,,,,,,,,
,easy,,General,1,advisory,cleanup,10-30%,"Regularly audit for idle resources: unattached EBS volumes, unused Elastic IPs, old snapshots, stopped instances. Use AWS Trusted Advisor for recommendations.",,ec2:DescribeVolumes(unattached) + ec2:DescribeAddresses(idle) + lambda_metrics(0 invocations) + kms:ListKeys â†’ combined waste detection,,true,general-004,Audit Resources,Audit and remove unused resources,AWS,true,General,,,,,,,,
,easy,,General,2,deep-link,tagging,varies,"Tag all resources with project, environment, and owner tags. Enable cost allocation tags in Billing to track costs by team or application. Use Plan → Tag Resources to scan and bulk-tag resources, then go to Configure → FinOps Settings to activate cost allocation tags.",,ce:GetTags → check if cost allocation tags are configured; resourcegroupstaggingapi:GetResources → check tag coverage,,true,general-005,Tag Resources,Implement cost allocation tags,AWS,true,General,,,,,,,,
,medium,,General,3,deep-link,commitment,up to 66%,"Commit to a consistent $/hr spend for 1 or 3 years. Covers EC2, Lambda, and Fargate across any region, instance family, OS, or tenancy. Most flexible commitment option. Purchase via Cost Explorer > Savings Plans. Choose All Upfront for maximum discount.",,pricing:GetProducts â†’ pricing_context with Compute Savings Plan estimates (~30% discount); ce:GetCostAndUsage for EC2+Lambda+Fargate spend,,true,general-006,Ask AI about Savings Plans,Compute Savings Plans,AWS,true,General,,,,,,,,
,medium,,General,3,deep-link,commitment,up to 72%,"Commit to a specific EC2 instance family in a chosen region for 1 or 3 years. Deeper discount than Compute SP but less flexible. Applies regardless of instance size, OS, or tenancy within the family. Best for stable, predictable EC2 workloads.",,"pricing:GetProducts(AmazonEC2, actual instance types) â†’ pricing_context; ec2:DescribeInstances â†’ actual instance family for SP targeting",,true,general-007,Ask AI about EC2 Savings Plans,EC2 Instance Savings Plans,AWS,true,General,,,,,,,,
,medium,,General,3,deep-link,commitment,up to 35%,"Commit to a consistent $/hr spend on database services for 1 or 3 years. Covers Aurora, RDS, DynamoDB, ElastiCache, DocumentDB, Neptune, Keyspaces, Timestream, and DMS. Applies across instance families, sizes, regions, and engines.",,"pricing:GetProducts(AmazonRDS, actual db classes) â†’ pricing_context; rds:DescribeDBInstances â†’ actual engines for Database SP targeting",,true,general-008,Ask AI about Database Savings Plans,Database Savings Plans,AWS,true,General,,,,,,,,
,medium,,General,3,deep-link,commitment,up to 72%,"Commit to a specific instance type in a specific region for 1 or 3 years. Deepest discount available. Three payment options: All Upfront (max savings), Partial Upfront, No Upfront. Can be resold on RI Marketplace if no longer needed. Best for steady-state workloads that won't change.",,pricing:GetProducts â†’ pricing_context.ri_1yr_per_month for Standard RI pricing comparison vs on-demand,,true,general-009,Ask AI about Reserved Instances,Standard Reserved Instances,AWS,true,General,,,,,,,,
,medium,,General,3,deep-link,commitment,up to 66%,"Like Standard RIs but allow changing instance family, OS, and tenancy during the term. Lower discount than Standard RIs but more flexibility. Cannot be sold on RI Marketplace. Good for workloads that may evolve but will remain on EC2.",,pricing:GetProducts â†’ pricing_context; compare Convertible RI discount vs Compute Savings Plan flexibility,,true,general-010,Ask AI about Convertible RIs,Convertible Reserved Instances,AWS,true,General,,,,,,,,
,easy,,General,2,deep-link,process,10-25% ongoing,"Make cost optimization a monthly habit, not a one-time event. Set up a recurring calendar reminder or Lambda function that: (1) runs Cost Explorer comparison vs previous month, (2) checks for new idle resources, (3) reviews Compute Optimizer recommendations, (4) validates budget alerts are active. Use SlashMyBill's Scheduler to automate waste scans monthly. Small charges daily = big bill monthly.",,ce:GetCostAndUsage (compare last 2 months); compute-optimizer:GetEC2InstanceRecommendations; budgets:DescribeBudgets -> verify alerts exist,,true,general-011,Schedule Monthly Review,Monthly cost review automation,AWS,true,General,,,,,,,,
,easy,,General,2,deep-link,anomaly,varies,"Cost Optimization Hub consolidates and prioritizes cost optimization recommendations across all accounts and regions in your AWS Organization. It surfaces rightsizing, idle resource, and commitment recommendations in one place.",,ce:GetCostAndUsage + compute-optimizer:GetEC2InstanceRecommendations â†’ system already consolidates these; tip is advisory,,true,general-012,Ask AI about optimization,Use AWS Cost Optimization Hub,AWS,true,General,,,,,,,,
,medium,,General,3,deep-link,chargeback,varies,Use AWS Enterprise Billing Console to allocate costs to departments or business units. Create billing groups with customized pricing plans and CUR reports per group to drive accountability and identify optimization opportunities per team.,,ce:GetCostAndUsage â†’ cost_by_service breakdown; if multi-team account with no tag-based allocation = chargeback candidate,,true,general-013,Ask AI about chargeback,Implement chargeback with billing groups,AWS,true,General,,,,,,,,
,medium,,General,3,deep-link,commitment,recover unused commitment costs,"If you have Standard RIs you no longer need, list them on the AWS RI Marketplace to recoup costs. For future purchases, consider Convertible RIs if workloads may change, or Standard RIs if you want the resale option.",,pricing:GetProducts â†’ pricing_context; if RI pricing shown but workload changed = RI Marketplace sell candidate,,true,general-014,Sell on RI Mktplace,Sell unused Reserved Instances on RI Marketplace,AWS,true,General,,,,,,,,
,medium,,General,3,deep-link,serverless,30-70%,"Replace always-on EC2 instances with Lambda, Fargate, or Aurora Serverless for variable workloads. Serverless services scale to zero when idle, eliminating costs during low-traffic periods. Ideal for APIs, event processing, and dev/test environments.",,ec2:DescribeInstances â†’ low-utilization instances; cloudwatch:EC2/CPUUtilization avg < 10% + lambda_metrics â†’ if workload is event-driven = serverless candidate,,true,general-015,Ask AI about serverless,Migrate to serverless where possible,AWS,true,General,,,,,,,,
,easy,,General,3,deep-link,fixed-cost,varies,"For simple websites, blogs, or small applications, Amazon Lightsail offers fixed monthly pricing starting at $3.50/month including compute, storage, and data transfer. Avoids unpredictable billing from multiple AWS services.",,ec2:DescribeInstances â†’ single small instance running web server; ce:GetCostAndUsage total < $50/month = Lightsail candidate,,true,general-016,Ask AI about Lightsail,"Use Amazon Lightsail for simple, predictable workloads",AWS,true,General,,,,,,,,
,easy,,General,2,deep-link,monitoring,varies,"Create CloudWatch billing alarms for estimated charges immediately when setting up a new AWS account. Set alerts at multiple thresholds (50%, 75%, 100% of expected spend). This catches unexpected cost spikes before they become expensive surprises.",,cloudwatch:DescribeAlarms(AlarmNamePrefix='Billing') â†’ check if billing alarms exist; 0 alarms = setup recommended,,true,general-017,Create Budget,Set up billing alarms from day one,AWS,true,General,,,,,,,,
,easy,,General,2,advisory,support,varies,"AWS account managers provide personalized cost-saving recommendations, guidance on pricing models, and access to funding programs for startups. They can connect you with AWS experts and training resources. Reach out regularly for tailored optimization advice.",,Advisory: no API check â€” recommend engaging AWS account manager for accounts with > $10K/month spend based on cost_by_service total,,true,general-018,Contact AWS,Engage your AWS account manager,AWS,false,General,,,,,,,,
,easy,,General,1,advisory,pricing,varies,"OpenAI charges per million tokens processed, with separate rates for input and output. Output tokens cost 3-4x more than input tokens. Key pricing (per 1M tokens): GPT-4o: $2.50 input / $10.00 output. GPT-4o-mini: $0.15 input / $0.60 output (17x cheaper than GPT-4o). GPT-4.1: $2.00 input / $8.00 output. GPT-4.1-mini: $0.40 input / $1.60 output. GPT-4.1-nano: $0.10 input / $0.40 output. o3-mini: $1.10 input / $4.40 output. Cached input tokens get a 50% discount. The Batch API gives 50% off all prices for non-urgent jobs processed within 24 hours. One token is approximately 4 characters or 0.75 English words. A typical API request with a 500-word prompt uses about 670 input tokens.",,"Match questions about token pricing, cost structure, how billing works for OpenAI.",,true,openai-009,Understand Pricing,How are OpenAI tokens priced?,AWS,true,OpenAI,,,,,,,,
,easy,,General,,,architectural-optimization,$50-500/month depending on eligible volume,"Flex Processing trades slower, off-peak response times for massive cost reductions. Route non-production workloads, staging tests, and low-priority background jobs through Flex endpoints to cut costs without impacting user-facing latency.",,,,,openai-flex-processing-001,,Use Flex Processing for lower-priority or non-production tasks,OpenAI,,,,,,openai,,,,
,hard,,General,,,model-selection,$100-1000/month for multi-step pipelines,"Use a hybrid multi-model approach: route standard processing, test generation, and translation to cheaper alternatives (open-weights or GPT-4o-mini), and selectively hand off to OpenAI flagship models only when complex reasoning is required.",,,,,openai-multimodel-001,,Route tasks dynamically across models for optimal cost-quality,OpenAI,,,,,,openai,,,,
,easy,,General,,,subscription-management,$25-100/month per reclaimed seat,ChatGPT Team and Enterprise accounts bill per seat monthly. Audit your workspace regularly to reclaim licenses from users who have not logged in recently. Each unused seat is wasted spend that adds up over time.,,,,,openai-workspace-001,,Audit inactive ChatGPT Team/Enterprise seats monthly,OpenAI,,,,,,openai,,,,
,medium,,General,,,subscription-management,$50-500/month from eliminated third-party tools,"Instead of paying for external third-party wrapper tools, build internal Custom GPTs inside your Team workspace. Pre-configure them with system instructions, documentation, or API actions for your staff at no extra per-query cost.",,,,,openai-workspace-002,,Build internal Custom GPTs instead of paying for third-party wrappers,OpenAI,,,,,,openai,,,,
,easy,,General,,,subscription-management,$25/month per contractor not upgraded to paid,"For temporary contractors using free accounts for business tasks, ensure they disable chat history in settings. This prevents their data from being used for training while avoiding the need to immediately provision a paid seat if their volume is low.",,,,,openai-workspace-003,,Turn off chat history for free-tier contractors to avoid training,OpenAI,,,,,,openai,,,,
,easy,,General,,,subscription-management,Prevents budget overruns (potentially $1000+),Always configure hard dollar spending limits and soft alert thresholds in the OpenAI Billing Dashboard. Unchecked agent loops or runaway testing scripts in staging can exhaust an entire month's budget in minutes if left unmonitored.,,,,,openai-workspace-004,,Set hard dollar limits and alert thresholds in OpenAI Billing,OpenAI,,,,,,openai,,,,
1,easy,bedrock-ai,Glue,3,advisory,scheduling,10-30%,Set up Glue jobs to run during off-peak hours to take advantage of reduced pricing.,7cd1f49294b97ae66e98164f2826f3f32af57d7b93da43c33cf9d90517f7387d,aws glue get-job --job-name <job-name>,glue-001,false,glue-001,View Details,Schedule Glue jobs during off-peak hours,AWS,,,,,,,,,,
1,medium,bedrock-ai,Glue,3,advisory,right-sizing,10-30%,Assess Glue job sizes and switch to smaller instances where possible.,a9db50e14384f7f03e0131998d55619843ff0d8d6b0073f4449f504d12a5ec66,aws glue get-job-run --job-name <job-name>,glue-002,false,glue-002,View Details,Downsize Glue Jobs,AWS,,,2026-05-30T14:27:33.430497+00:00,"1. List all Glue jobs — check DPU allocation and execution time. 2. Check job run history: if runs are short (<5 min), reduce DPU count (charged per DPU-hour, minimum 10 min). 3. For crawlers: check frequency — daily crawlers on static schemas waste money. 4. Consider Glue Auto Scaling (adjusts DPUs dynamically). 5. Compare with serverless Spark on EMR Serverless for batch workloads.","[""glue:GetJobs"",""glue:GetJobRuns(JobName='<each>',MaxResults=10)"",""glue:GetCrawlers"",""ce:GetCostAndUsage(Filter={Dimensions:{Key:'SERVICE',Values:['AWS Glue']}},GroupBy=[{Type:'DIMENSION',Key:'USAGE_TYPE'}])""]",,,,,
